date_amazon,date,id,price,price_online,price_amazon,sale_online,product_online,product_amazon,merchant,URL,imputed,COMMENTS,PRICETYPE,datediff,cat_id,category,retailer_id,retailer_s
5/31/2016,5/26/2016,5257704,24.99,24.99,24.04,,"Microsoft - Xbox One Media Remote - Black""",Xbox One Media Remote,Ships from and sold by Amazon.com. Gift-wrap available.,http://www.amazon.com/Xbox-One-Media-Remote/dp/B00IAVDPSA/ref=sr_1_1?m=ATVPDKIKX0DER&ie=UTF8&qid=1464751270&sr=8-1&keywords=Microsoft+-+Xbox+One+Media+Remote+-+Black%22,1,,Regular Price,5,900,Electronics,40,USA_40
1/27/2016,1/22/2016,8632151,99.99,99.99,83.07,,Monster - Power Platinum 800 HT 8-Outlet Surge Protector,Monster Power Platinum 800 HT,Ships from and sold by Amazon.com. Gift-wrap available.,http://www.amazon.com/Monster-Power-Platinum-800-HT/dp/B00S04FMK6/ref=sr_1_1?ie=UTF8&qid=1453954856&sr=8-1&keywords=Monster+-+Power+Platinum+800+HT+8-Outlet+Surge+Protector,1,,Regular Price,5,900,Electronics,40,USA_40
6/24/2016,6/22/2016,4212805,199.99,129.99,129.99,1,"Epson - Expression Premium XP-830 All-In-One Printer - Black""","Epson XP-830 Wireless Color Photo Printer with Scanner, Copier & Fax (C11CE78201)",Ships from and sold by Amazon.com in easy-to-open packaging. Gift-wrap available.,https://www.amazon.com/Epson-Wireless-Printer-Scanner-C11CE78201/dp/B010UU5XSS/ref=sr_1_1?m=ATVPDKIKX0DER&ie=UTF8&qid=1466824890&sr=8-1&keywords=Epson+-+Expression+Premium+XP-830+All-In-One+Printer+-+Black%22,,,Regular Price,2,900,Electronics,40,USA_40
1/9/2016,1/7/2016,8223474,61.99,50.99,42.89,1,Incase - Dual Kit Camera Case - Black/Lumen,Incase Dual Kit GoPro Case,Sold by lakecell and Fulfilled by Amazon.,http://www.amazon.com/Incase-CL58081-GoPro-Hero3-Black/dp/B00LSYP7K0/ref=sr_1_1?ie=UTF8&qid=1452399073&sr=8-1&keywords=Incase+-+Dual+Kit+Camera+Case+-+Black%2FLumen,1,,Regular Price,2,900,Electronics,40,USA_40
6/9/2016,6/6/2016,4682804,499.99,499.99,494.97,,"Nest - Cam Security Cameras (3-Pack)""",Nest Cam Security Camera 3 Pack,Ships from and sold by Amazon.com in easy-to-open packaging. Gift-wrap available.,https://www.amazon.com/Nest-Cam-Security-Camera-Pack/dp/B0177FO9X4/ref=sr_1_1?m=ATVPDKIKX0DER&ie=UTF8&qid=1465529396&sr=8-1&keywords=Nest+-+Cam+Security+Cameras+%283-Pack%29%22,,,Regular Price,3,900,Electronics,40,USA_40
6/29/2016,6/22/2016,4291009,79.99,79.99,75,1,"Canon - PIXMA MG6821 Wireless All-In-One Printer - Black/Silver""",Canon MG6821 Wireless All-In-One Printer with Scanner and Copier: Mobile and Tablet Printing with Airprint(TM) and Google Cloud Print compatible,Ships from and sold by Amazon.com. Gift-wrap available.,https://www.amazon.com/Canon-MG6821-Wireless-Printer-Scanner/dp/B013C0ZBG2/ref=sr_1_1?m=ATVPDKIKX0DER&ie=UTF8&qid=1467256556&sr=8-1&keywords=Canon+-+PIXMA+MG6821+Wireless+All-In-One+Printer+-+Black%2FSilver%22,,,Regular Price,7,900,Electronics,40,USA_40
6/8/2016,6/6/2016,5265041,249.99,234.99,100.75,1,"Linksys - Wireless-AC Dual-Band Smart Wi-Fi Router with 4-Port Gigabit Ethernet Switch - Black""",NETGEAR AC1600 Dual Band Wi-Fi Gigabit Router (R6250),Ships from and sold by Amazon.com. Gift-wrap available.,http://www.amazon.com/NETGEAR-AC1600-Wi-Fi-Gigabit-Router/dp/B00BR3ZYIW?ie=UTF8&keywords=Linksys%20-%20Wireless-AC%20Dual-Band%20Smart%20Wi-Fi%20Router%20with%204-Port%20Gigabit%20Ethernet%20Switch%20-%20Black%26%2334%3B&m=ATVPDKIKX0DER&qid=1465442716&ref_=sr_1_1&sr=8-1,,,Regular Price,2,900,Electronics,40,USA_40
5/8/2016,5/1/2016,9399115,129.99,129.99,69.99,,"Rock Band 4 Wireless Fender Stratocaster Guitar Controller Bundle - PlayStation 4""",Rock Band 4 Wireless Guitar Bundle - PlayStation 4,Ships from and sold by Amazon.com exclusively for Prime members. Details Gift-wrap available.,http://www.amazon.com/Rock-Band-Wireless-Guitar-Bundle-4/dp/B00Z9HS7BI/ref=sr_1_1?m=ATVPDKIKX0DER&ie=UTF8&qid=1462763953&sr=8-1&keywords=Rock+Band+4+Wireless+Fender+Stratocaster+Guitar+Controller+Bundle+-+PlayStation+4%22,1,,Regular Price,7,900,Electronics,40,USA_40
5/8/2016,5/1/2016,5330005,65.99,66.99,49.99,1,"WowWee - MiP Robot - White/Black""",MiP Robot (White),Ships from and sold by Amazon.com. Gift-wrap available.,http://www.amazon.com/Wow-Wee-MiP-Robot-White/dp/B00KMSOIGM/ref=sr_1_1?m=ATVPDKIKX0DER&ie=UTF8&qid=1462764156&sr=8-1&keywords=WowWee+-+MiP+Robot+-+White%2FBlack%22,1,,Regular Price,7,900,Electronics,40,USA_40
5/6/2016,4/30/2016,5096401,19.99,19.99,19.96,,Resident Evil 6 - PlayStation 4,Resident Evil 6 - PlayStation 4,Ships from and sold by Amazon.com. Gift-wrap available.,http://www.amazon.com/Resident-Evil-6-PlayStation-4/dp/B01CHU4IY4/ref=sr_1_1?ie=UTF8&qid=1462591194&sr=8-1&keywords=Resident+Evil+6+-+PlayStation+4,1,,Regular Price,6,900,Electronics,40,USA_40
1/28/2016,1/21/2016,4428200,39.99,39.99,33.99,,Magic Bullet - Blender - Silver/Black,"Magic Bullet Blender, Small, Silver",Ships from and sold by Amazon.com. Gift-wrap available.,http://www.amazon.com/Magic-Bullet-Blender-Small-Silver/dp/B012T634SM/ref=sr_1_1?ie=UTF8&qid=1454041222&sr=8-1&keywords=Magic+Bullet+-+Blender+-+Silver%2FBlack,1,,Regular Price,7,900,Electronics,40,USA_40
5/29/2016,5/26/2016,4303200,69.99,69.99,63.94,,"Parallels Desktop 11 for Mac - Mac""",Parallels Desktop 11 for Mac,Ships from and sold by Amazon.com. Gift-wrap available.,http://www.amazon.com/Parallels-Desktop-11-for-Mac/dp/B013XFGA6G/ref=sr_1_1?m=ATVPDKIKX0DER&ie=UTF8&qid=1464580087&sr=8-1&keywords=Parallels+Desktop+11+for+Mac+-+Mac%22,1,,Regular Price,3,900,Electronics,40,USA_40
6/27/2016,6/21/2016,7421008,129.99,129.99,110,,"Philips - 9"" Dual-Screen Portable DVD Player - Black""",Philips PD9016P/37 LCD 9 Inches Dual Portable DVD Player (Black) (Refurbished),Ships from and sold by Amazon.com. Gift-wrap available.,https://www.amazon.com/Philips-PD9016P-37-Portable-Refurbished/dp/B00FEPF3EE/ref=sr_1_1?m=ATVPDKIKX0DER&ie=UTF8&qid=1467084679&sr=8-1&keywords=Philips+-+9%22+Dual-Screen+Portable+DVD+Player+-+Black%22,,,Regular Price,6,900,Electronics,40,USA_40
6/17/2016,6/14/2016,5597768,99.99,99.99,27.2,,"SanDisk - Cruzer Glide 128GB USB 2.0 Flash Drive - Black""",SanDisk Cruzer Glide CZ60 128GB USB 2.0 Flash Drive- SDCZ60-128G-B35,Ships from and sold by Amazon.com. Gift-wrap available.,https://www.amazon.com/SanDisk-Cruzer-Glide-Drive--SDCZ60-128G-B35/dp/B007YX9OGW/ref=sr_1_1?m=ATVPDKIKX0DER&ie=UTF8&qid=1466221097&sr=8-1&keywords=SanDisk+-+Cruzer+Glide+128GB+USB+2.0+Flash+Drive+-+Black%22,1,,Regular Price,3,900,Electronics,40,USA_40
1/26/2016,1/21/2016,5637023,49.99,49.99,48.99,,Actiontec - ScreenBeam Mini 2 Wireless Display Receiver - Black,Actiontec ScreenBeam Mini2 Wireless Display Receiver(SBWD60A01),Ships from and sold by Amazon.com. Gift-wrap available.,http://www.amazon.com/Actiontec-ScreenBeam-Wireless-Receiver-SBWD60A01/dp/B00O14JG2Y/ref=sr_1_1?ie=UTF8&qid=1453867937&sr=8-1&keywords=Actiontec+-+ScreenBeam+Mini+2+Wireless+Display+Receiver+-+Black,1,,Regular Price,5,900,Electronics,40,USA_40
1/28/2016,1/21/2016,8627346,79.99,79.99,79.95,,Breville - ikon Electric Kettle - Stainless-Steel/Black,Breville SK500XL Ikon Cordless 1.7-Liter Stainless-Steel Electric Kettle,Ships from and sold by Amazon.com. Gift-wrap available.,http://www.amazon.com/Breville-SK500XL-Cordless-1-7-Liter-Stainless-Steel/dp/B000A790X6/ref=sr_1_1?ie=UTF8&qid=1454040855&sr=8-1&keywords=Breville+-+ikon+Electric+Kettle+-+Stainless-Steel%2FBlack,1,,Regular Price,7,900,Electronics,40,USA_40
6/25/2016,6/22/2016,4744503,104.99,99.99,99.9,1,"Canon - SELPHY CP1200 Wireless Photo Printer - Black""",Canon Selphy CP1200 Black Wireless Color Photo Printer,Ships from and sold by Amazon.com. Gift-wrap available.,https://www.amazon.com/Canon-Selphy-CP1200-Wireless-Printer/dp/B0195JC9D2/ref=sr_1_1?m=ATVPDKIKX0DER&ie=UTF8&qid=1466911109&sr=8-1&keywords=Canon+-+SELPHY+CP1200+Wireless+Photo+Printer+-+Black%22,,,Regular Price,3,900,Electronics,40,USA_40
6/11/2016,6/6/2016,5716178,34.99,34.99,121.37,1,"Belkin - WeMo Switch - White""","Belkin NetCam HD+ Wi-Fi enabled Camera works with WeMo, includes Night Vision, All Glass Wide Angle Lens, and Infrared Cut-off Filter",Ships from and sold by Amazon.com.,https://www.amazon.com/Belkin-enabled-WeMo-Infrared-Cut-off/dp/B00KNM763E/ref=sr_1_1?m=ATVPDKIKX0DER&ie=UTF8&qid=1465701378&sr=8-1&keywords=Belkin+-+WeMo+Switch+-+White%22,,,Sale/Discounted Price,5,900,Electronics,40,USA_40
5/29/2016,5/26/2016,8912362,129.99,129.99,78.99,,"Ion Audio - Film 2 SD Plus Slide and Negative Scanner - Black""",ION Film 2 SD Plus Hi-Res 35mm Slide and Negative Scanner with SD card,Ships from and sold by Amazon.com. Gift-wrap available.,http://www.amazon.com/ION-Hi-Res-Slide-Negative-Scanner/dp/B00B65J5ZO/ref=sr_1_1?m=ATVPDKIKX0DER&ie=UTF8&qid=1464579817&sr=8-1&keywords=Ion+Audio+-+Film+2+SD+Plus+Slide+and+Negative+Scanner+-+Black%22,1,,Regular Price,3,900,Electronics,40,USA_40
6/24/2016,6/21/2016,7421008,129.99,129.99,169.99,,"Philips - 9"" Dual-Screen Portable DVD Player - Black""",Philips PD9016P/37 LCD 9 Inches Dual Portable DVD Player (Black) (Refurbished),Ships from and sold by Amazon.com. Gift-wrap available.,https://www.amazon.com/Philips-PD9016P-37-Portable-Refurbished/dp/B00FEPF3EE/ref=sr_1_1?m=ATVPDKIKX0DER&ie=UTF8&qid=1466826016&sr=8-1&keywords=Philips+-+9%22+Dual-Screen+Portable+DVD+Player+-+Black%22,,,Regular Price,3,900,Electronics,40,USA_40
5/7/2016,5/1/2016,5908077,20.99,34.99,14.95,,"Samsung - Flip Wallet Case for Samsung Galaxy S6 edge Cell Phones - Gold""",Samsung Galaxy S6 edge+ Case Wallet Cover Folio - Gold,Ships from and sold by Amazon.com.,http://www.amazon.com/Samsung-Galaxy-Wallet-Cover-Folio/dp/B012AWB4BE/ref=sr_1_1?m=ATVPDKIKX0DER&ie=UTF8&qid=1462677536&sr=8-1&keywords=Samsung+-+Flip+Wallet+Case+for+Samsung+Galaxy+S6+edge+Cell+Phones+-+Gold%22,1,,Regular Price,6,900,Electronics,40,USA_40
5/8/2016,5/1/2016,5908077,20.99,34.99,14.95,,"Samsung - Flip Wallet Case for Samsung Galaxy S6 edge Cell Phones - Gold""",Samsung Galaxy S6 edge+ Case Wallet Cover Folio - Gold,Ships from and sold by Amazon.com.,http://www.amazon.com/Samsung-Galaxy-Wallet-Cover-Folio/dp/B012AWB4BE/ref=sr_1_1?m=ATVPDKIKX0DER&ie=UTF8&qid=1462763994&sr=8-1&keywords=Samsung+-+Flip+Wallet+Case+for+Samsung+Galaxy+S6+edge+Cell+Phones+-+Gold%22,1,,Regular Price,7,900,Electronics,40,USA_40
6/11/2016,6/6/2016,3993445,99.99,98.99,95.24,1,"NETGEAR - AC1200 Dual-Band Gigabit Wi-Fi Range Extender - White""",NETGEAR AC1200 WiFi Range Extender (EX6150-100NAS),Ships from and sold by Amazon.com in easy-to-open packaging. Gift-wrap available.,https://www.amazon.com/NETGEAR-AC1200-Range-Extender-EX6150-100NAS/dp/B00R92CLCW/ref=sr_1_1?m=ATVPDKIKX0DER&ie=UTF8&qid=1465702281&sr=8-1&keywords=NETGEAR+-+AC1200+Dual-Band+Gigabit+Wi-Fi+Range+Extender+-+White%22,,,Regular Price,5,900,Electronics,40,USA_40
5/30/2016,5/26/2016,9635339,49.99,49.99,10.96,,"Apple - Optical Mouse - White""","Macally 3 Button USB 1000DPI Optical Wired Mouse with 5 foot cord, compatible with Mac and PC (ICEMOUSE2)",Ships from and sold by Amazon.com. Gift-wrap available.,http://www.amazon.com/Macally-1000DPI-Optical-compatible-ICEMOUSE2/dp/B00B55I9MA/ref=sr_1_1?m=ATVPDKIKX0DER&ie=UTF8&qid=1464664335&sr=8-1&keywords=Apple+-+Optical+Mouse+-+White%22,1,,Regular Price,4,900,Electronics,40,USA_40
6/11/2016,6/7/2016,4859642,24.99,24.99,33.95,,"Belkin - MIXIT 4' Metallic Lightning to USB Cable - Rose Gold""",Belkin Metallic Car Charger with 4-Foot Lightning Cable (2.4 Amp) - Retail Packaging - Rose Gold,Ships from and sold by Amazon.com. Gift-wrap available.,https://www.amazon.com/Belkin-Metallic-Charger-4-Foot-Lightning/dp/B01A9M91P8/ref=sr_1_1?m=ATVPDKIKX0DER&ie=UTF8&qid=1465701356&sr=8-1&keywords=Belkin+-+MIXIT+4%27+Metallic+Lightning+to+USB+Cable+-+Rose+Gold%22,,,Regular Price,4,900,Electronics,40,USA_40
6/11/2016,6/7/2016,5012402,69.99,69.99,69.99,,"Microsoft - Xbox One Special Edition Dusk Shadow Wireless Controller - Faded blue metallic""",Xbox One Special Edition Dusk Shadow Wireless Controller,Ships from and sold by Amazon.com. Gift-wrap available.,https://www.amazon.com/Xbox-Special-Dusk-Shadow-Wireless-Controller/dp/B01BYKK1PI/ref=sr_1_1?m=ATVPDKIKX0DER&ie=UTF8&qid=1465702133&sr=8-1&keywords=Microsoft+-+Xbox+One+Special+Edition+Dusk+Shadow+Wireless+Controller+-+Faded+blue+metallic%22,,,Regular Price,4,900,Electronics,40,USA_40
5/26/2016,5/20/2016,4210322,49.99,49.99,49.99,,"Belkin - YourType Bluetooth Wireless Keypad for Apple® iMac®, Mac Pro® and MacBook® - Aluminum""",Belkin Bluetooth Wireless Keypad for iMac/Mac Pro/MacBook/Air/Pro (F8T068ttAPL),Ships from and sold by Amazon.com. Gift-wrap available.,http://www.amazon.com/Belkin-Bluetooth-Wireless-MacBook-F8T068ttAPL/dp/B0046TBIEI/ref=sr_1_1?m=ATVPDKIKX0DER&ie=UTF8&qid=1464318663&sr=8-1&keywords=Belkin+-+YourType+Bluetooth+Wireless+Keypad+for+Apple%C2%AE+iMac%C2%AE%2C+Mac+Pro%C2%AE+and+MacBook%C2%AE+-+Aluminum%22,1,,Regular Price,6,900,Electronics,40,USA_40
6/7/2016,6/6/2016,4446201,399.99,382.99,359.99,1,"NETGEAR - Nighthawk X8 AC5300 Tri-Band Quad Stream Wireless-AC Router - Black""",Netgear AC5300 Nighthawk X8 Tri-Band WiFi Router (R8500-100NAS),Ships from and sold by Amazon.com. Gift-wrap available.,http://www.amazon.com/Netgear-AC5300-Nighthawk-Tri-Band-R8500-100NAS/dp/B015PD3HOC?ie=UTF8&keywords=NETGEAR%20-%20Nighthawk%20X8%20AC5300%20Tri-Band%20Quad%20Stream%20Wireless-AC%20Router%20-%20Black%26%2334%3B&m=ATVPDKIKX0DER&qid=1465356749&ref_=sr_1_1&sr=8-1,,,Regular Price,1,900,Electronics,40,USA_40
6/19/2016,6/14/2016,3667213,15.99,15.99,14.5,,"Texas Instruments - Scientific Calculator""","Texas Instruments TI-30X IIS 2-Line Scientific Calculator, Black with Blue Accents",Ships from and sold by Amazon.com. Gift-wrap available.,https://www.amazon.com/Texas-Instruments-Scientific-Calculator-Accents/dp/B00000JBNX/ref=sr_1_1?m=ATVPDKIKX0DER&ie=UTF8&qid=1466393975&sr=8-1&keywords=Texas+Instruments+-+Scientific+Calculator%22,1,,Regular Price,5,900,Electronics,40,USA_40
5/31/2016,5/26/2016,4368300,29.99,29.99,14.43,,"Just Dance: Disney Party 2 - Nintendo Wii""",Just Dance Disney Party 2 - Wii Standard Edition,Ships from and sold by Amazon.com. Gift-wrap available.,http://www.amazon.com/Just-Dance-Disney-Party-Standard-Nintendo/dp/B0131M67AA/ref=sr_1_1?m=ATVPDKIKX0DER&ie=UTF8&qid=1464751145&sr=8-1&keywords=Just+Dance%3A+Disney+Party+2+-+Nintendo+Wii%22,1,,Regular Price,5,900,Electronics,40,USA_40
1/28/2016,1/22/2016,3784034,137.99,118.99,118.77,1,TiVo - Mini - Black,TiVo Mini with IR Remote (Old Version),Sold by GoTek and Fulfilled by Amazon.,http://www.amazon.com/TiVo-Mini-Remote-Old-Version/dp/B00BUCLVZU/ref=sr_1_1?ie=UTF8&qid=1454041733&sr=8-1&keywords=TiVo+-+Mini+-+Black,1,,Sale/Discounted Price,6,900,Electronics,40,USA_40
10/7/2015,10/6/2015,883049361161,49.99,49.99,49.99,,883049361161,Whirlpool EDR3RXD1 Ice and Refrigerator Water Filter 3 (Pack of 1),Ships from and sold by Amazon.com. Gift-wrap available.,http://www.amazon.com/Whirlpool-EDR3RXD1-Refrigerator-Water-Filter/dp/B00UB441HS/ref=sr_1_1?m=ATVPDKIKX0DER&ie=UTF8&qid=1444275171&sr=8-1&keywords=883049361161,,,,1,900,Electronics,40,USA_40
6/1/2016,5/26/2016,8240079,59.99,59.99,47,,"Sony - DUALSHOCK 4 Wireless Controller for PlayStation 4 - Black""",DualShock 4 Wireless Controller for PlayStation 4 - Jet Black,Ships from and sold by Amazon.com. Gift-wrap available.,https://www.amazon.com/DualShock-Wireless-Controller-PlayStation-Black-4/dp/B00BGA9X9W/ref=sr_1_1?m=ATVPDKIKX0DER&ie=UTF8&qid=1464837988&sr=8-1&keywords=Sony+-+DUALSHOCK+4+Wireless+Controller+for+PlayStation+4+-+Black%22,1,,Regular Price,6,900,Electronics,40,USA_40
6/8/2016,6/1/2016,127687,7.49,7.49,33.99,,"Duracell - AA Batteries (8-Pack)""","Duracell MN1500 AA Batteries, 100 Count Pack (AAA 8 Count Included)",Ships from and sold by Amazon.com. Gift-wrap available.,http://www.amazon.com/Duracell-MN1500-Batteries-Count-Included/dp/B011LL16WM?ie=UTF8&keywords=Duracell%20-%20AA%20Batteries%20(8-Pack)%26%2334%3B&m=ATVPDKIKX0DER&qid=1465442347&ref_=sr_1_1&sr=8-1,1,,Regular Price,7,900,Electronics,40,USA_40
6/25/2016,6/22/2016,6130209,99.99,99.99,89.99,1,"Brother - HL-L2360DW Wireless Mono Laser Printer - Black""","Brother HL-L2340DW Compact Laser Printer, Monochrome, Wireless, Duplex Printing, Amazon Dash Replenishment Enabled",Ships from and sold by Amazon.com. Gift-wrap available.,https://www.amazon.com/Brother-HL-L2340DW-Monochrome-Wireless-Replenishment/dp/B00LZS5EEI/ref=sr_1_1?m=ATVPDKIKX0DER&ie=UTF8&qid=1466910980&sr=8-1&keywords=Brother+-+HL-L2360DW+Wireless+Mono+Laser+Printer+-+Black%22,,,Regular Price,3,900,Electronics,40,USA_40
6/27/2016,6/22/2016,6130209,99.99,99.99,109.99,1,"Brother - HL-L2360DW Wireless Mono Laser Printer - Black""","Brother HL-L2340DW Compact Laser Printer, Monochrome, Wireless, Duplex Printing, Amazon Dash Replenishment Enabled",Ships from and sold by Amazon.com. Gift-wrap available.,https://www.amazon.com/Brother-HL-L2340DW-Monochrome-Wireless-Replenishment/dp/B00LZS5EEI/ref=sr_1_1?m=ATVPDKIKX0DER&ie=UTF8&qid=1467083705&sr=8-1&keywords=Brother+-+HL-L2360DW+Wireless+Mono+Laser+Printer+-+Black%22,,,Regular Price,5,900,Electronics,40,USA_40
6/29/2016,6/22/2016,6130209,99.99,99.99,109.99,1,"Brother - HL-L2360DW Wireless Mono Laser Printer - Black""","Brother HL-L2340DW Compact Laser Printer, Monochrome, Wireless, Duplex Printing, Amazon Dash Replenishment Enabled",Ships from and sold by Amazon.com. Gift-wrap available.,https://www.amazon.com/Brother-HL-L2340DW-Monochrome-Wireless-Replenishment/dp/B00LZS5EEI/ref=sr_1_1?m=ATVPDKIKX0DER&ie=UTF8&qid=1467256481&sr=8-1&keywords=Brother+-+HL-L2360DW+Wireless+Mono+Laser+Printer+-+Black%22,,,Regular Price,7,900,Electronics,40,USA_40
1/26/2016,1/20/2016,7708042,49.99,69.99,59.95,,"Kicker - CS65 6-1/2"" Coaxial Speakers with Polypropylene Woofer Cones (Pair) - Black",Kicker 40CS654 6.5 inch 2-Way Speakers,Sold by avSoundz and Fulfilled by Amazon. Gift-wrap available.,http://www.amazon.com/Kicker-40CS654-inch-2-Way-Speakers/dp/B00B9H8L4K/ref=sr_1_1?ie=UTF8&qid=1453868560&sr=8-1&keywords=Kicker+-+CS65+6-1%2F2%22+Coaxial+Speakers+with+Polypropylene+Woofer+Cones+%28Pair%29+-+Black,1,,Sale/Discounted Price,6,900,Electronics,40,USA_40
5/7/2016,5/1/2016,4250103,101.99,101.99,101.99,1,"LeapFrog - LeapPad Platinum - 7"" - 8GB - Green""","LeapFrog LeapPad Platinum Kids Learning Tablet, Green",Ships from and sold by Amazon.com. Gift-wrap available.,http://www.amazon.com/LeapFrog-LeapPad-Platinum-Learning-Tablet/dp/B00WJ1OQC6/ref=sr_1_1?m=ATVPDKIKX0DER&ie=UTF8&qid=1462677296&sr=8-1&keywords=LeapFrog+-+LeapPad+Platinum+-+7%22+-+8GB+-+Green%22,1,,Regular Price,6,900,Electronics,40,USA_40
6/6/2016,5/31/2016,2956008,229.99,229.99,229.99,1,"BISSELL - Lift-Off Deep Cleaner Pet Carpet Cleaner - Black""","BISSELL DeepClean Lift-Off Deluxe Pet Full Sized Carpet Cleaner, 24A4",Ships from and sold by Amazon.com.,http://www.amazon.com/BISSELL-DeepClean-Lift-Off-Cleaner-24A4/dp/B00AZBIL6E?ie=UTF8&keywords=BISSELL%20-%20Lift-Off%20Deep%20Cleaner%20Pet%20Carpet%20Cleaner%20-%20Black%26%2334%3B&m=ATVPDKIKX0DER&qid=1465269367&ref_=sr_1_1&sr=8-1,1,,Sale/Discounted Price,6,900,Electronics,40,USA_40
6/6/2016,5/31/2016,8851577,29.99,29.99,19.34,,"Misfit - Flash Activity Tracker - Onyx""",Misfit Wearables Flash - Fitness and Sleep Monitor (Black),Ships from and sold by Amazon.com.,http://www.amazon.com/Misfit-Wearables-Flash-Fitness-Monitor/dp/B00NIU9YG0?ie=UTF8&keywords=Misfit%20-%20Flash%20Activity%20Tracker%20-%20Onyx%26%2334%3B&m=ATVPDKIKX0DER&qid=1465270034&ref_=sr_1_1&sr=8-1,1,,Regular Price,6,900,Electronics,40,USA_40
6/27/2016,6/21/2016,4385104,29.99,29.99,21.98,,"Wiremold - CordMate II Cord Cover Kit - White""",Wiremold CMK50 Cord Mate II Kit,Ships from and sold by Amazon.com. Gift-wrap available.,https://www.amazon.com/Wiremold-CMK50-Cord-Mate-Kit/dp/B0015EDVVU/ref=sr_1_1?m=ATVPDKIKX0DER&ie=UTF8&qid=1467085312&sr=8-1&keywords=Wiremold+-+CordMate+II+Cord+Cover+Kit+-+White%22,,,Regular Price,6,900,Electronics,40,USA_40
6/2/2016,5/26/2016,9044257,31.99,119.99,30.87,,"SanDisk - Ultra 128GB USB 3.0 Flash Drive - Black""",SanDisk CZ48 128GB USB 3.0 Flash Memory Drive (SDCZ48-128G-U46),Ships from and sold by Amazon.com. Gift-wrap available.,https://www.amazon.com/SanDisk-128GB-Flash-Memory-SDCZ48-128G-U46/dp/B00P8XQPY4/ref=sr_1_1?m=ATVPDKIKX0DER&ie=UTF8&qid=1464840242&sr=8-1&keywords=SanDisk+-+Ultra+128GB+USB+3.0+Flash+Drive+-+Black%22,1,,Regular Price,7,900,Electronics,40,USA_40
6/24/2016,6/22/2016,4291002,129.99,129.99,129,1,"Canon - PIXMA MG7720 White Wireless All-In-One Printer - White""","Canon MG7720 Wireless All-In-One Printer with Scanner and Copier: Mobile and Tablet Printing, with Airprint(TM) and Google Cloud Print compatible, White",Ships from and sold by Amazon.com. Gift-wrap available.,https://www.amazon.com/Canon-MG7720-Wireless-Printer-Scanner/dp/B013C0ZCXE/ref=sr_1_1?m=ATVPDKIKX0DER&ie=UTF8&qid=1466824662&sr=8-1&keywords=Canon+-+PIXMA+MG7720+White+Wireless+All-In-One+Printer+-+White%22,,,Regular Price,2,900,Electronics,40,USA_40
6/22/2016,6/22/2016,4291009,79.99,79.99,75,1,"Canon - PIXMA MG6821 Wireless All-In-One Printer - Black/Silver""",Canon MG6821 Wireless All-In-One Printer with Scanner and Copier: Mobile and Tablet Printing with Airprint(TM) and Google Cloud Print compatible,Ships from and sold by Amazon.com. Gift-wrap available.,https://www.amazon.com/Canon-MG6821-Wireless-Printer-Scanner/dp/B013C0ZBG2/ref=sr_1_1?m=ATVPDKIKX0DER&ie=UTF8&qid=1466651887&sr=8-1&keywords=Canon+-+PIXMA+MG6821+Wireless+All-In-One+Printer+-+Black%2FSilver%22,,,Regular Price,0,900,Electronics,40,USA_40
6/26/2016,6/21/2016,4680903,24.99,24.99,24.99,,"Garmin - Suction Cup Mounting Kit for Nüvi 25x5 and 50 Series GPS""","Garmin Suction Cup Kit (nüvi 2555, nüvi 2595, nüvi 50)",Ships from and sold by Amazon.com.,https://www.amazon.com/Garmin-Suction-n%C3%BCvi-2555-2595/dp/B006RE6BSI/ref=sr_1_1?m=ATVPDKIKX0DER&ie=UTF8&qid=1466997658&sr=8-1&keywords=Garmin+-+Suction+Cup+Mounting+Kit+for+N%C3%BCvi+25x5+and+50+Series+GPS%22,,,Regular Price,5,900,Electronics,40,USA_40
6/1/2016,5/26/2016,6500485,72.99,72.99,52.99,1,"Lowepro - Photo Hatchback 16L AW Camera Backpack - Slate Gray""",Lowepro Photo Hatchback 16L Camera Backpack - Daypack Style Backpack For DSLR and Mirrorless Cameras,Ships from and sold by Amazon.com. Gift-wrap available.,https://www.amazon.com/Lowepro-Photo-Hatchback-Camera-Backpack/dp/B008O8EGOQ/ref=sr_1_1?m=ATVPDKIKX0DER&ie=UTF8&qid=1464839921&sr=8-1&keywords=Lowepro+-+Photo+Hatchback+16L+AW+Camera+Backpack+-+Slate+Gray%22,1,,Regular Price,6,900,Electronics,40,USA_40
6/23/2016,6/22/2016,4670053,299.99,199.99,149.99,1,"Epson - WorkForce WF-7620 Wireless Wide-Format All-In-One Printer - Black""",Epson WorkForce WF-7610 Wireless Color All-in-One Inkjet Printer with Scanner and Copier,Ships from and sold by Amazon.com. Gift-wrap available.,https://www.amazon.com/Epson-WorkForce-WF-7610-Wireless-Printer/dp/B00JXLGETI/ref=sr_1_1?m=ATVPDKIKX0DER&ie=UTF8&qid=1466738537&sr=8-1&keywords=Epson+-+WorkForce+WF-7620+Wireless+Wide-Format+All-In-One+Printer+-+Black%22,,,Regular Price,1,900,Electronics,40,USA_40
