museum_id,day,open,close
66,Saturday,11:30:AM,07:00:PM
67,Sunday,10:00:AM,05:00:PM
67,Monday,10:00:AM,05:00:PM
67,Thursday,10:00:AM,05:00:PM
67,Friday,11:00:AM,08:45:PM
67,Saturday,10:00:AM,05:00:PM
68,Sunday,11:00:AM,05:00:PM
68,Monday,11:00:AM,05:00:PM
68,Thursday,11:00:AM,08:00:PM
68,Friday,11:00:AM,05:00:PM
68,Saturday,11:00:AM,05:00:PM
69,Sunday,10:00:AM,04:30:PM
69,Tuesday,10:00:AM,04:30:PM
69,Wednesday,10:00:AM,04:30:PM
69,Thusday,10:00:AM,04:30:PM
69,Friday,10:00:AM,09:00:PM
69,Saturday,10:00:AM,04:30:PM
70,Sunday,08:15:AM,06:30:PM
70,Tuesday,08:15:AM,06:30:PM
70,Wednesday,08:15:AM,06:30:PM
70,Thusday,08:15:AM,06:30:PM
70,Friday,08:15:AM,06:30:PM
70,Saturday,08:15:AM,06:30:PM
71,Sunday,09:00:AM,03:30:PM
71,Tuesday,09:00:AM,03:30:PM
71,Wednesday,09:00:AM,05:00:PM
71,Thusday,09:00:AM,05:00:PM
71,Friday,09:00:AM,03:30:PM
71,Saturday,09:00:AM,03:30:PM
72,Sunday,10:00:AM,06:00:PM
72,Tuesday,10:00:AM,06:00:PM
72,Wednesday,10:00:AM,06:00:PM
72,Thusday,10:00:AM,09:00:PM
72,Friday,10:00:AM,06:00:PM
72,Saturday,10:00:AM,05:00:PM
73,Sunday,10:00:AM,05:00:PM
73,Wednesday,10:00:AM,05:00:PM
73,Thusday,01:00:PM,08 :00:PM
73,Friday,10:00:AM,05:00:PM
73,Saturday,10:00:AM,05:00:PM
74,Sunday,10:00:AM,05:00:PM
74,Tuesday,10:00:AM,05:00:PM
74,Wednesday,10:00:AM,05:00:PM
74,Thusday,10:00:AM,05:00:PM
74,Friday,10:00:AM,05:00:PM
74,Saturday,10:00:AM,05:00:PM
75,Sunday,10:00:AM,05:00:PM
75,Tuesday,10:00:AM,05:00:PM
75,Wednesday,10:00:AM,05:00:PM
75,Thusday,10:00:AM,05:00:PM
75,Friday,10:00:AM,05:00:PM
75,Saturday,10:00:AM,05:00:PM
76,Sunday,10:00:AM,05:00:PM
76,Tuesday,10:00:AM,05:00:PM
76,Wednesday,10:00:AM,05:00:PM
76,Thusday,10:00:AM,09:00:PM
76,Friday,10:00:AM,05:00:PM
76,Saturday,10:00:AM,05:00:PM
77,Sunday,12:00:PM,05:00:PM
77,Tuesday,10:00:AM,05:00:PM
77,Wednesday,10:00:AM,05:00:PM
77,Thusday,10:00:AM,09:00:PM
77,Friday,10:00:AM,05:00:PM
77,Saturday,12:00:PM,08:00:PM
78,Sunday,10:00:AM,05:00:PM
78,Tuesday,10:00:AM,05:00:PM
78,Wednesday,10:00:AM,05:00:PM
78,Thusday,10:00:AM,05:00:PM
78,Friday,10:00:AM,05:00:PM
78,Saturday,10:00:AM,05:00:PM
79,Sunday,10:00:AM,05:00:PM
79,Tuesday,10:00:AM,08:00:PM
79,Wednesday,10:00:AM,08:00:PM
79,Thusday,10:00:AM,05:00:PM
79,Friday,10:00:AM,05:00:PM
79,Saturday,10:00:AM,05:00:PM
80,Sunday,11:00:AM,05:00:PM
80,Tuesday,11:00:AM,08:00:PM
80,Wednesday,11:00:AM,08:00:PM
80,Thusday,11:00:AM,05:00:PM
80,Friday,11:00:AM,09:00:PM
80,Saturday,11:00:AM,05:00:PM
80,Saturday,11:00:AM,05:00:PM
81,Sunday,10:00:AM,05:00:PM
81,Tuesday,10:00:AM,09:00:PM
81,Wednesday,10:00:AM,05:00:PM
81,Thusday,10:00:AM,05:00:PM
81,Friday,10:00:AM,05:00:PM
81,Saturday,10:00:AM,05:00:PM
82,Sunday,10:00:AM,06:00:PM
82,Monday,10:00:AM,06:00:PM
82,Tuesday,10:00:AM,09:00:PM
82,Wednesday,10:00:AM,06:00:PM
82,Thursday,10:00:AM,06:00:PM
82,Friday,10:00:AM,06:00:PM
82,Saturday,10:00:AM,06:00:PM
83,Sunday,12:00:PM,05:00:PM
83,Tuesday,10:00:AM,05:00:PM
83,Wednesday,10:00:AM,05:00:PM
83,Thusday,10:00:AM,05:00:PM
83,Friday,10:00:AM,05:00:PM
83,Saturday,10:00:AM,05:00:PM
84,Sunday,10:00:AM,06:00:PM
84,Monday,10:00:AM,06:00:PM
84,Tuesday,10:00:AM,06:00:PM
84,Wednesday,10:00:AM,06:00:PM
84,Thursday,10:00:AM,06:00:PM
84,Friday,10:00:AM,06:00:PM
84,Saturday,10:00:AM,06:00:PM
85,Sunday,12:00:PM,07:00:PM
85,Monday,12:00:PM,05:00:PM
85,Thursday,12:00:PM,05:00:PM
85,Friday,12:00:PM,05:00:PM
85,Saturday,12:00:PM,05:00:PM
86,Sunday,10:00:AM,06:00:PM
86,Monday,10:00:AM,06:00:PM
86,Tuesday,10:00:AM,06:00:PM
86,Wednesday,10:00:AM,06:00:PM
86,Thursday,10:00:AM,06:00:PM
86,Friday,10:00:AM,06:00:PM
86,Saturday,10:00:AM,06:00:PM
